Geography,MedianRent,MedianHouseholdIncome,TotalPopulation,InflationRates,Year,RentControl,MedianHouseholdIncomeIncreasingRate,MedianRentIncreasingRate
Whittier city,1176,73866,86892,2.1,2016,4,0.051383512,-0.062200957
Madera County,954,51657,154697,2.1,2016,4,0.095588547,0.007391763
Marin County,1921,103845,260651,2.1,2016,4,0.031620671,0.078002245
Mendocino County,1071,43809,87628,2.1,2016,4,0.045660684,0.095092025
Merced County,899,47739,268672,2.1,2016,4,0.136724052,0.028604119
Merced city,857,41312,82573,2.1,2016,4,0.203694531,-0.018327606
Monterey County,1314,63876,435232,2.1,2016,4,0.055906371,0.018604651
Salinas city,1211,58089,157224,2.1,2016,4,0.109966752,0.003314002
Napa County,1480,75077,142166,2.1,2016,4,-0.00577384,-0.023746702
Napa city,1448,68198,80412,2.1,2016,4,-0.082311781,-0.055446836
Nevada County,1220,59022,99107,2.1,2016,4,0.089429094,0.055363322
Orange County,1722,81837,3172532,2.1,2016,4,0.043466619,0.060344828
Anaheim city,1489,64464,351066,2.1,2016,4,0.021551724,0.069683908
Buena Park city,1455,70224,83148,2.1,2016,4,0.022838499,-0.010204082
Costa Mesa city,1749,81019,112825,2.1,2016,4,0.12326697,0.063221884
Fullerton city,1473,72656,140734,2.1,2016,4,0.056031162,0.043940468
Garden Grove city,1483,63566,174877,2.1,2016,4,0.093646233,0.070758123
Huntington Beach city,1768,86112,200631,2.1,2016,4,0.003893772,0.035128806
Irvine city,2243,97496,266117,2.1,2016,4,0.039613568,0.083574879
Lake Forest city,1954,100557,83236,2.1,2016,4,0.154712691,0.122343481
Mission Viejo city,2268,111503,96386,2.1,2016,4,0.050884038,0.183716075
Newport Beach city,2105,113300,86683,2.1,2016,4,-0.081482923,-0.020018622
Orange city,1650,84141,140507,2.1,2016,4,0.008534203,0.016009852
Santa Ana city,1438,61895,334236,2.1,2016,4,0.13794308,0.058130979
Tustin city,1747,71601,80379,2.1,2016,4,-0.029796748,0.075738916
Westminster city,1414,60426,91565,2.1,2016,4,0.091017423,0.055223881
Yorba Linda city,1909,126350,68236,2.1,2016,4,0.04333537,0.014885699
Placer County,1403,85426,380531,2.1,2016,4,0.1283616,0.067732116
Roseville city,1410,86275,132683,2.1,2016,4,0.193093816,0.035242291
Riverside County,1275,60134,2387741,2.1,2016,4,0.031599533,0.066945607
Corona city,1493,71584,166774,2.1,2016,4,0.004109916,0.062633452
Hemet city,996,37314,84277,2.1,2016,4,0.026971982,-0.02734375
Indio city,977,40449,88484,2.1,2016,4,-0.227231913,-0.105311355
Menifee city,1487,59895,88510,2.1,2016,4,0.047042165,0.242272348
Moreno Valley city,1313,64008,205516,2.1,2016,4,0.14248996,0.041237113
Murrieta city,1510,81467,111682,2.1,2016,4,0.092138778,-0.050314465
Perris city,1439,48974,76330,2.1,2016,4,-0.110760068,0.146613546
Riverside city,1281,63548,324727,2.1,2016,4,0.037027367,0.091141397
Temecula city,1762,90179,113062,2.1,2016,4,0.120305609,0.078995713
Sacramento County,1118,59780,1514460,2.1,2016,4,0.014217366,0.046816479
Arden-Arcade CDP,897,41786,106061,2.1,2016,4,-0.105607877,0.027491409
Citrus Heights city,1144,59465,87444,2.1,2016,4,0.193884517,0.155555556
Elk Grove city,1552,91899,169780,2.1,2016,4,0.088154498,0.024422442
Folsom city,1525,102460,77278,2.1,2016,4,-0.026767226,0.023489933
Sacramento city,1119,55187,495200,2.1,2016,4,0.058215566,0.031336406
San Bernardino County,1202,56337,2140096,2.1,2016,4,0.047097745,0.055311677
Apple Valley town,1023,46682,72542,2.1,2016,4,0.049080858,0.132890365
Chino city,1477,68666,87771,2.1,2016,4,-0.048354237,-0.017952128
Chino Hills city,2031,99324,78821,2.1,2016,4,-0.034658373,-0.001965602
Fontana city,1188,66073,209659,2.1,2016,4,0.027621818,-0.006688963
Hesperia city,1148,51255,93714,2.1,2016,4,0.110160497,0.090218424
Ontario city,1361,55982,173211,2.1,2016,4,-0.024040725,0.031842305
Rancho Cucamonga city,1581,81286,176540,2.1,2016,4,0.007011893,-0.061163895
Redlands city,1167,72094,71288,2.1,2016,4,0.089889339,-0.086139389
Rialto city,1119,53582,103300,2.1,2016,4,0.028840246,-0.006216696
San Bernardino city,960,39472,216242,2.1,2016,4,0.098519426,0.038961039
Upland city,1434,65578,76691,2.1,2016,4,0.028335764,0.169657423
Victorville city,1227,48065,122283,2.1,2016,4,0.007799887,0.041595925
San Diego County,1504,70824,3317749,2.1,2016,4,0.052049911,0.053959355
Carlsbad city,1869,113217,113957,2.1,2016,4,0.175108463,-0.080216535
Chula Vista city,1413,68699,267169,2.1,2016,4,0.027382305,0.038970588
El Cajon city,1182,45577,103769,2.1,2016,4,-0.074146302,-0.0042123
Escondido city,1301,60328,151594,2.1,2016,4,0.111340358,0.037480064
Oceanside city,1610,60487,175441,2.1,2016,4,-0.003837286,0.069767442
San Diego city,1552,71481,1406622,2.1,2016,3,0.053189138,0.074792244
San Marcos city,1600,81709,95268,2.1,2016,4,0.232078772,0.043705153
Vista city,1445,61433,101665,2.1,2016,4,-0.088815058,-0.027590848
San Francisco County,1784,103801,870887,2.1,2016,4,0.127120116,0.075346594
San Francisco city,1784,103801,870887,2.1,2016,1,0.127120116,0.075346594
San Joaquin County,1105,59518,733709,2.1,2016,4,0.108239456,0.066602317
Manteca city,1318,62106,76912,2.1,2016,4,0.022893471,0.025680934
Stockton city,1024,49271,307057,2.1,2016,4,0.052911636,0.085896076
Tracy city,1637,81576,89263,2.1,2016,4,0.017588504,0.081956378
San Luis Obispo County,1313,70564,282887,2.1,2016,4,0.126356787,0.047049442
San Mateo County,2114,108627,764797,2.1,2016,4,0.072626195,0.110294118
Daly City city,2021,89843,106484,2.1,2016,4,0.104332862,0.047150259
Redwood City city,2151,100949,84965,2.1,2016,4,0.032726343,0.18121911
San Mateo city,2242,114444,103959,2.1,2016,4,0.1417227,0.140386572
Santa Barbara County,1542,67436,446170,2.1,2016,4,0.059897839,0.086680761
Santa Barbara city,1731,67593,91940,2.1,2016,4,0.049352625,0.11318328
Santa Maria city,1343,55775,106286,2.1,2016,4,0.069101016,0.136209814
Santa Clara County,2065,111069,1919402,2.1,2016,4,0.085294118,0.083420776
Milpitas city,2153,116056,77534,2.1,2016,4,0.135577299,0.069547938
Mountain View city,2239,121533,80459,2.1,2016,4,0.011914872,0.06466952
San Jose city,1919,101940,1025373,2.1,2016,3,0.114695301,0.092202618
Santa Clara city,2280,110110,125938,2.1,2016,4,0.011241115,0.089345437
Sunnyvale city,2331,121546,152762,2.1,2016,4,0.083133572,0.095909732
Santa Cruz County,1594,77613,274673,2.1,2016,4,0.191498181,0.105409154
Shasta County,975,46724,179631,2.1,2016,4,0.000663911,0.0609358
Redding city,1005,46749,91797,2.1,2016,4,0.027676412,0.06124604
Solano County,1427,73900,440207,2.1,2016,4,0.095740106,0.081060606
Fairfield city,1361,69235,114757,2.1,2016,4,-0.021772917,0.04853621
Vacaville city,1464,85422,98308,2.1,2016,4,0.116788035,0.035360679
Vallejo city,1384,65241,121316,2.1,2016,4,0.146127224,0.132569558
Sonoma County,1526,73929,503070,2.1,2016,4,0.108813031,0.109011628
Santa Rosa city,1568,71854,175143,2.1,2016,4,0.15281811,0.138707335
Stanislaus County,1036,54305,541560,2.1,2016,4,0.037087256,0.010731707
Modesto city,1092,55013,212172,2.1,2016,4,0.059960309,0.064327485
Turlock city,962,50691,72808,2.1,2016,4,-0.075690164,-0.057786484
Sutter County,922,51397,96651,2.1,2016,4,-0.016833407,0.012074643
Tulare County,869,45881,460437,2.1,2016,4,0.081767383,0.018757327
Visalia city,951,55280,131069,2.1,2016,4,0.050970551,0.017112299
Ventura County,1647,80135,849738,2.1,2016,4,0.001286985,0.053069054
Camarillo city,1892,79397,67345,2.1,2016,4,-0.071325809,0.078062678
Oxnard city,1458,64279,207911,2.1,2016,4,0.074360689,0.03772242
San Buenaventura (Ventura) city,1498,74680,109591,2.1,2016,4,0.057385986,0.060155697
Simi Valley city,1878,94363,126327,2.1,2016,4,0.009899613,0.031301483
Thousand Oaks city,2028,100578,128915,2.1,2016,3,-0.071490556,0.121681416
Yolo County,1210,64904,215802,2.1,2016,4,0.1007021,0.043103448
Davis city,1361,64452,68107,2.1,2016,4,0.107879538,0.041315991
Yuba County,902,49259,75275,2.1,2016,4,-0.023626885,0.010078387
Walnut Creek city,1875,89814,69127,2.1,2016,4,-0.021761861,0.021798365
Florence-Graham CDP,1013,35546,63582,2.1,2016,4,-0.118184073,-0.072344322
Rancho Cordova city,1120,56890,72319,2.1,2016,4,-0.04470043,0.126760563
Palo Alto city,2319,132673,67021,2.1,2016,4,-0.101964978,-0.007702182
Yuba City city,941,50246,66837,2.1,2016,4,0.029040714,0.094186047
Jurupa Valley city,1230,61800,103543,2.1,2016,4,0.01241768,0.107110711
South San Francisco city,1840,90545,66989,2.1,2016,4,-0.064830307,0.128142244
South Whittier CDP,NA,NA,NA,2.1,2016,4,NA,NA
San Clemente city,1653,80382,65304,2.1,2016,4,-0.197680338,-0.100652884
Carmichael CDP,1029,58489,63064,2.1,2016,4,0.12817298,0.058641975
Laguna Niguel city,1973,107101,65328,2.1,2016,4,0.235847315,-0.013993003
Castro Valley CDP,1660,90075,65153,2.1,2016,4,NA,NA
Madera city,NA,NA,NA,2.1,2016,4,NA,NA
Lake Elsinore city,NA,NA,NA,2.1,2016,4,NA,NA
Lodi city,NA,NA,NA,2.1,2016,4,NA,NA
Santa Cruz city,NA,NA,NA,2.1,2016,4,NA,NA
Rocklin city,NA,NA,NA,2.1,2016,4,NA,NA
Tehama County,NA,NA,NA,2.1,2016,4,NA,NA
Tulare city,NA,NA,NA,2.1,2016,4,NA,NA
California,1447,71805,39536653,2.1,2017,4,0.060024506,0.052363636
Alameda County,1745,96296,1663190,2.1,2017,4,0.07020527,0.075832306
Berkeley city,1627,86497,122334,2.1,2017,1,0.10721829,-0.018105009
Fremont city,2280,127235,234954,2.1,2017,4,0.039340298,0.051660517
Hayward city,1795,89925,160485,2.1,2017,2,0.193398981,0.098531212
Livermore city,1868,118406,90290,2.1,2017,4,0.06074804,-0.02961039
Oakland city,1394,70577,425204,2.1,2017,1,0.036982075,0.064122137
Pleasanton city,2346,152123,83007,2.1,2017,4,0.068189478,0.022667829
San Leandro city,1591,64923,90555,2.1,2017,4,-0.015766415,0.175905395
Union City city,2050,117526,75344,2.1,2017,3,0.194770604,0.030150754
Butte County,1000,49061,229294,2.1,2017,4,0.085972951,0.013171226
Chico city,983,50544,93297,2.1,2017,4,0.279983793,-0.014042126
Contra Costa County,1766,95339,1147439,2.1,2017,4,0.047163491,0.043735225
Antioch city,1708,70696,111683,2.1,2017,4,-0.129391771,0.030156815
Concord city,1750,89118,129778,2.1,2017,4,0.167459226,0.115360102
Pittsburg city,1720,65497,72157,2.1,2017,4,-0.028119065,0.073657928
Richmond city,1460,67102,110037,2.1,2017,1,0.085546963,0.070381232
San Ramon city,2296,161870,75922,2.1,2017,4,0.069670317,-0.022146508
El Dorado County,1225,79414,188987,2.1,2017,4,0.048065248,0.003276003
Fresno County,955,51800,989255,2.1,2017,4,0.063327517,0.02688172
Clovis city,1164,78146,109700,2.1,2017,4,0.184461016,0.031914894
Fresno city,954,48600,527422,2.1,2017,4,0.082284824,0.0449069
Humboldt County,894,46494,136754,2.1,2017,4,0.077996754,-0.020810515
Imperial County,827,47211,182830,2.1,2017,4,-0.03837458,0.049492386
Kern County,948,49854,893119,2.1,2017,4,-0.000981905,0.022653722
Bakersfield city,1082,57105,380887,2.1,2017,4,-0.03592592,0.066009852
Kings County,876,57555,150101,2.1,2017,4,0.081169929,-0.082722513
Lake County,937,48930,64246,2.1,2017,4,0.16419615,0.077011494
Los Angeles County,1402,65006,10163507,2.1,2017,4,0.059799798,0.054135338
Alameda city,1790,89979,79188,2.1,2017,4,-0.025958843,0.070574163
Alhambra city,1350,61724,85391,2.1,2017,4,0.168594635,0.020408163
Baldwin Park city,1457,67472,76392,2.1,2017,4,0.061731892,0.05198556
Bellflower city,1371,60233,77772,2.1,2017,4,0.210713568,0.13681592
Burbank city,1635,71558,104823,2.1,2017,4,-0.014596932,0.120630569
Carson city,1314,66784,92736,2.1,2017,4,-0.171578843,-0.107336957
Compton city,1193,50637,97626,2.1,2017,4,0.030778626,0.049252419
Downey city,1372,72178,113089,2.1,2017,4,0.100643508,0.02617801
East Los Angeles CDP,1054,43231,125542,2.1,2017,4,0.020754628,-0.006597549
El Monte city,1224,51730,116110,2.1,2017,4,0.068051369,0.027707809
Glendale city,1549,58861,203066,2.1,2017,3,-0.088994134,0.047329277
Hawthorne city,1183,50063,87863,2.1,2017,4,0.035343508,0.081352834
Inglewood city,1260,51456,110611,2.1,2017,4,-0.003177063,0.01042502
Lakewood city,1829,83485,80971,2.1,2017,4,-0.030011154,0.218520986
Lancaster city,1193,52878,160323,2.1,2017,4,0.127222341,0.070915619
Long Beach city,1278,60557,469459,2.1,2017,4,0.008023304,0.070351759
Los Angeles city,1397,60197,3999742,2.1,2017,1,0.105911964,0.062357414
Lynwood city,1196,48812,71115,2.1,2017,4,0.079887613,0.115671642
Norwalk city,1527,74730,106086,2.1,2017,4,0.18350411,0.077628793
Palmdale city,1298,60518,157507,2.1,2017,4,0.154416954,0.142605634
Pasadena city,1611,76972,142632,2.1,2017,4,0.009296776,0.076871658
Pomona city,1259,58837,152946,2.1,2017,4,0.090139332,-0.030046225
Redondo Beach city,1972,104715,67908,2.1,2017,4,0.077658512,0.033542977
Santa Clarita city,1825,90961,210886,2.1,2017,4,-0.038965018,0.036342987
Santa Monica city,1743,90088,92298,2.1,2017,1,0,0.108778626
South Gate city,1111,50355,95422,2.1,2017,4,0.081600653,0.06621881
Torrance city,1672,88860,146745,2.1,2017,4,0.036751838,0.068370607
West Covina city,1629,81170,107623,2.1,2017,4,0.09576651,0.03691916
Whittier city,1329,66525,86841,2.1,2017,4,-0.099382666,0.130102041
Madera County,994,51283,156890,2.1,2017,4,-0.007240064,0.041928721
Marin County,2094,113908,260955,2.1,2017,4,0.09690404,0.090057262
Mendocino County,1184,53024,88018,2.1,2017,4,0.210344906,0.10550887
Merced County,1003,47735,272673,2.1,2017,4,-0.0000838,0.115684093
Merced city,1032,40573,83100,2.1,2017,4,-0.017888265,0.2042007
Monterey County,1467,71274,437907,2.1,2017,4,0.115818148,0.116438356
Salinas city,1388,60370,157594,2.1,2017,4,0.039267331,0.146160198
Napa County,1777,86562,140973,2.1,2017,4,0.152976278,0.200675676
Napa city,1763,82361,79782,2.1,2017,4,0.207674712,0.217541436
Nevada County,1184,65385,99814,2.1,2017,4,0.107807258,-0.029508197
Orange County,1786,86217,3190400,2.1,2017,4,0.053521023,0.037166086
Anaheim city,1578,70395,352456,2.1,2017,4,0.09200484,0.059771659
Buena Park city,1567,65139,83026,2.1,2017,4,-0.072411141,0.076975945
Costa Mesa city,1798,78904,113821,2.1,2017,4,-0.026104988,0.028016009
Fullerton city,1609,77385,140402,2.1,2017,4,0.065087536,0.092328581
Garden Grove city,1426,66842,174228,2.1,2017,4,0.051536985,-0.038435604
Huntington Beach city,1823,87120,201882,2.1,2017,4,0.011705686,0.031108597
Irvine city,2262,104185,277436,2.1,2017,4,0.068607943,0.008470798
Lake Forest city,1920,99913,84308,2.1,2017,4,-0.006404328,-0.017400205
Mission Viejo city,2199,102787,96009,2.1,2017,4,-0.0781683,-0.03042328
Newport Beach city,2103,127104,86151,2.1,2017,4,0.121835834,-0.000950119
Orange city,1689,91092,140557,2.1,2017,4,0.082611331,0.023636364
Santa Ana city,1496,65655,334135,2.1,2017,4,0.060748041,0.040333797
Tustin city,1883,81285,80502,2.1,2017,4,0.135249508,0.077847739
Westminster city,1601,57938,91548,2.1,2017,4,-0.041174329,0.132248939
Yorba Linda city,2275,132952,68234,2.1,2017,4,0.052251682,0.191723415
Placer County,1515,80728,386166,2.1,2017,4,-0.054994966,0.079828938
Roseville city,1582,80426,135325,2.1,2017,4,-0.067794842,0.121985816
Riverside County,1313,63944,2423266,2.1,2017,4,0.063358499,0.029803922
Corona city,1540,83345,167843,2.1,2017,4,0.164296491,0.031480241
Hemet city,1074,39801,85153,2.1,2017,4,0.066650587,0.078313253
Indio city,1006,45278,89784,2.1,2017,4,0.119384904,0.029682702
Menifee city,1448,65995,90599,2.1,2017,4,0.101844895,-0.026227303
Moreno Valley city,1443,62198,207211,2.1,2017,4,-0.028277715,0.099009901
Murrieta city,1725,82249,113316,2.1,2017,4,0.009598979,0.142384106
Perris city,1366,62340,77895,2.1,2017,4,0.272920325,-0.050729673
Riverside city,1352,66928,327722,2.1,2017,4,0.053188141,0.055425449
Temecula city,1868,89173,114318,2.1,2017,4,-0.011155591,0.06015891
Sacramento County,1223,63045,1530615,2.1,2017,4,0.054616929,0.09391771
Arden-Arcade CDP,1066,48812,100573,2.1,2017,4,0.16814244,0.188405797
Citrus Heights city,1211,58774,87924,2.1,2017,4,-0.011620281,0.058566434
Elk Grove city,1688,89404,171831,2.1,2017,4,-0.027149371,0.087628866
Folsom city,1667,116592,78038,2.1,2017,4,0.137926996,0.093114754
Sacramento city,1215,56943,501890,2.1,2017,4,0.031819088,0.085790885
San Bernardino County,1227,60420,2157404,2.1,2017,4,0.072474573,0.020798669
Apple Valley town,1053,55951,73071,2.1,2017,4,0.198556189,0.029325513
Chino city,1626,72396,89798,2.1,2017,4,0.054320916,0.100880162
Chino Hills city,1925,99763,80400,2.1,2017,4,0.004419878,-0.052191039
Fontana city,1269,67067,211820,2.1,2017,4,0.015043967,0.068181818
Hesperia city,1150,55418,94867,2.1,2017,4,0.081221344,0.00174216
Ontario city,1449,60086,175850,2.1,2017,4,0.073309278,0.064658339
Rancho Cucamonga city,1773,90034,177446,2.1,2017,4,0.107620008,0.121442125
Redlands city,1209,65053,71562,2.1,2017,4,-0.097664161,0.035989717
Rialto city,1227,57065,103555,2.1,2017,4,0.065003173,0.096514745
San Bernardino city,1038,46510,216983,2.1,2017,4,0.178303608,0.08125
Upland city,1382,70760,76985,2.1,2017,4,0.079020403,-0.036262204
Victorville city,1151,50997,122465,2.1,2017,4,0.061000728,-0.06193969
San Diego County,1598,76207,3337685,2.1,2017,4,0.076005309,0.0625
Carlsbad city,1998,101646,115326,2.1,2017,4,-0.102201966,0.069020867
Chula Vista city,1604,77273,270450,2.1,2017,4,0.12480531,0.13517339
El Cajon city,1232,50312,103906,2.1,2017,4,0.10389012,0.042301184
Escondido city,1438,62210,151979,2.1,2017,4,0.031196128,0.105303613
Oceanside city,1755,71609,176208,2.1,2017,4,0.183874221,0.090062112
San Diego city,1642,76662,1419488,2.1,2017,3,0.072480799,0.057989691
San Marcos city,1523,76272,96188,2.1,2017,4,-0.066541018,-0.048125
Vista city,1605,68130,101557,2.1,2017,4,0.109013071,0.110726644
San Francisco County,1836,110816,884363,2.1,2017,4,0.067581237,0.029147982
San Francisco city,1836,110816,884363,2.1,2017,1,0.067581237,0.029147982
San Joaquin County,1148,61164,745424,2.1,2017,4,0.027655499,0.038914027
Manteca city,1330,71324,79275,2.1,2017,4,0.148423663,0.009104704
Stockton city,1059,51336,310476,2.1,2017,4,0.041911063,0.034179688
Tracy city,1726,89936,90886,2.1,2017,4,0.102481122,0.054367746
San Luis Obispo County,1403,71880,283405,2.1,2017,4,0.018649736,0.068545316
San Mateo County,2259,116653,771410,2.1,2017,4,0.073885866,0.06859035
Daly City city,2152,90888,107091,2.1,2017,4,0.011631401,0.064819396
Redwood City city,2327,116966,86683,2.1,2017,4,0.158664276,0.081822408
San Mateo city,2480,108058,104733,2.1,2017,4,-0.055800217,0.106155219
Santa Barbara County,1587,71106,448150,2.1,2017,4,0.05442197,0.029182879
Santa Barbara city,1751,79740,92099,2.1,2017,4,0.179707958,0.011554015
Santa Maria city,1331,60320,107018,2.1,2017,4,0.081488122,-0.00893522
Santa Clara County,2229,119035,1938153,2.1,2017,4,0.071721182,0.079418886
Milpitas city,2422,127984,78108,2.1,2017,4,0.102777969,0.124941941
Mountain View city,2353,135115,81443,2.1,2017,1,0.111755655,0.050915587
San Jose city,2109,104675,1035353,2.1,2017,1,0.026829508,0.099009901
Santa Clara city,2298,115375,127131,2.1,2017,4,0.047815821,0.007894737
Sunnyvale city,2390,134234,153656,2.1,2017,4,0.104388462,0.025311025
Santa Cruz County,1680,79705,275897,2.1,2017,4,0.026954247,0.053952321
Shasta County,984,52439,179921,2.1,2017,4,0.122314014,0.009230769
Redding city,1039,50320,91788,2.1,2017,4,0.076386661,0.033830846
Solano County,1549,77133,445458,2.1,2017,4,0.043748309,0.085494043
Fairfield city,1611,81231,116280,2.1,2017,4,0.173264967,0.183688464
Vacaville city,1586,80425,100023,2.1,2017,4,-0.058497811,0.083333333
Vallejo city,1404,65493,122086,2.1,2017,4,0.003862602,0.014450867
Sonoma County,1607,80409,504217,2.1,2017,4,0.087651666,0.053079948
Santa Rosa city,1540,75356,175269,2.1,2017,4,0.048737718,-0.017857143
Stanislaus County,1136,59514,547899,2.1,2017,4,0.095921186,0.096525097
Modesto city,1148,56493,214220,2.1,2017,4,0.026902732,0.051282051
Turlock city,1121,59836,73562,2.1,2017,4,0.180406778,0.165280665
Sutter County,1011,55062,96648,2.1,2017,4,0.071307664,0.096529284
Tulare County,911,46266,464493,2.1,2017,4,0.008391273,0.048331415
Visalia city,967,64482,133009,2.1,2017,4,0.16646165,0.016824395
Ventura County,1736,82857,854223,2.1,2017,4,0.03396768,0.054037644
Camarillo city,1962,101310,67849,2.1,2017,4,0.275992796,0.036997886
Oxnard city,1530,68994,210038,2.1,2017,4,0.073352106,0.049382716
San Buenaventura (Ventura) city,1580,72100,110784,2.1,2017,4,-0.034547402,0.054739653
Simi Valley city,1944,90200,126875,2.1,2017,4,-0.044116868,0.03514377
Thousand Oaks city,2007,100338,128972,2.1,2017,3,-0.002386208,-0.01035503
Yolo County,1231,65729,219116,2.1,2017,4,0.012711081,0.017355372
Davis city,1515,72800,68985,2.1,2017,4,0.129522746,0.113152094
Yuba County,1025,63120,77031,2.1,2017,4,0.281390203,0.136363636
Walnut Creek city,2110,100180,69792,2.1,2017,4,0.115416305,0.125333333
Florence-Graham CDP,1119,43730,68095,2.1,2017,4,0.230236876,0.104639684
Rancho Cordova city,1200,64088,73554,2.1,2017,4,0.126524873,0.071428571
Palo Alto city,2673,153802,67170,2.1,2017,4,0.159256216,0.152652005
Yuba City city,1014,51497,66872,2.1,2017,4,0.024897504,0.077577046
Jurupa Valley city,1187,71996,106032,2.1,2017,4,0.164983819,-0.03495935
South San Francisco city,1974,94459,67430,2.1,2017,4,0.043227125,0.072826087
South Whittier CDP,NA,NA,NA,2.1,2017,4,NA,NA
San Clemente city,1830,101743,65269,2.1,2017,4,0.265743574,0.10707804
Carmichael CDP,1174,69552,65959,2.1,2017,4,0.189146677,0.140913508
Laguna Niguel city,2260,102386,66346,2.1,2017,4,-0.044023865,0.145463761
Castro Valley CDP,1806,108527,62103,2.1,2017,4,0.204851513,0.087951807
Madera city,983,42144,65506,2.1,2017,4,NA,NA
Lake Elsinore city,1356,67988,66412,2.1,2017,4,NA,NA
Lodi city,1074,51902,65891,2.1,2017,4,NA,NA
Santa Cruz city,1780,71442,65028,2.1,2017,4,NA,NA
Rocklin city,NA,NA,NA,2.1,2017,4,NA,NA
Tehama County,NA,NA,NA,2.1,2017,4,NA,NA
Tulare city,NA,NA,NA,2.1,2017,4,NA,NA
California,1520,75277,39557045,1.9,2018,4,0.048353179,0.050449205
Alameda County,1875,102125,1666753,1.9,2018,4,0.060532109,0.074498567
Berkeley city,1724,81362,121654,1.9,2018,1,-0.059366221,0.059618931
Fremont city,2381,136718,237815,1.9,2018,4,0.074531379,0.044298246
Hayward city,1889,80134,159618,1.9,2018,2,-0.108879622,0.052367688
Livermore city,2210,135350,90258,1.9,2018,4,0.143100856,0.183083512
Oakland city,1498,76469,429114,1.9,2018,1,0.083483288,0.074605452
Pleasanton city,2332,161588,82377,1.9,2018,4,0.062219388,-0.005967604
San Leandro city,1789,81722,89683,1.9,2018,4,0.258752676,0.124450031
Union City city,2300,123780,74568,1.9,2018,3,0.053213757,0.12195122
Butte County,1066,51652,231256,1.9,2018,4,0.052811806,0.066
Chico city,1136,51419,94787,1.9,2018,4,0.017311649,0.155645982
Contra Costa County,1827,101618,1150215,1.9,2018,4,0.065859722,0.034541336
Antioch city,1817,71466,111535,1.9,2018,4,0.010891705,0.06381733
Concord city,1696,91185,129681,1.9,2018,4,0.023193968,-0.030857143
Pittsburg city,1799,81355,72443,1.9,2018,4,0.24211796,0.045930233
Richmond city,1572,72270,110175,1.9,2018,1,0.077017078,0.076712329
San Ramon city,2360,175974,75832,1.9,2018,4,0.087131649,0.027874564
El Dorado County,1346,82742,190678,1.9,2018,4,0.041906969,0.09877551
Fresno County,996,52629,994400,1.9,2018,4,0.016003861,0.042931937
Clovis city,1173,74432,112019,1.9,2018,4,-0.047526425,0.007731959
Fresno city,1019,49813,530073,1.9,2018,4,0.024958848,0.068134172
Humboldt County,975,50294,136373,1.9,2018,4,0.081730976,0.090604027
Imperial County,775,48984,181827,1.9,2018,4,0.037554807,-0.062877872
Kern County,974,51579,896764,1.9,2018,4,0.034601035,0.02742616
Bakersfield city,1078,60002,383601,1.9,2018,4,0.050731109,-0.003696858
Kings County,1083,61663,151366,1.9,2018,4,0.071375206,0.23630137
Lake County,1173,48554,64382,1.9,2018,4,-0.007684447,0.251867663
Los Angeles County,1479,68093,10105518,1.9,2018,4,0.047487924,0.054921541
Alameda city,1909,114750,78322,1.9,2018,4,0.275297569,0.066480447
Alhambra city,1520,57432,84650,1.9,2018,4,-0.069535351,0.125925926
Baldwin Park city,1477,64254,75806,1.9,2018,4,-0.047693858,0.013726836
Bellflower city,1357,61955,77132,1.9,2018,4,0.028588979,-0.010211524
Burbank city,1683,73813,103687,1.9,2018,4,0.031512899,0.029357798
Carson city,1682,85776,91899,1.9,2018,4,0.284379492,0.280060883
Compton city,1187,50856,96616,1.9,2018,4,0.004324901,-0.005029338
Downey city,1480,74327,112262,1.9,2018,4,0.029773615,0.078717201
East Los Angeles CDP,1146,45938,117961,1.9,2018,4,0.062617103,0.087286528
El Monte city,1281,47730,115602,1.9,2018,4,-0.07732457,0.046568627
Glendale city,1683,69016,201374,1.9,2018,3,0.172525102,0.086507424
Hawthorne city,1287,62478,86970,1.9,2018,4,0.247987536,0.087912088
Inglewood city,1402,54393,109427,1.9,2018,4,0.057077892,0.112698413
Lakewood city,1832,94290,80132,1.9,2018,4,0.129424448,0.001640241
Lancaster city,1208,57087,159038,1.9,2018,4,0.079598321,0.012573345
Long Beach city,1345,61610,467353,1.9,2018,4,0.017388576,0.052425665
Los Angeles city,1474,62474,3990469,1.9,2018,1,0.037825805,0.05511811
Lynwood city,1170,57758,70492,1.9,2018,4,0.183274605,-0.02173913
Norwalk city,1434,69156,105125,1.9,2018,4,-0.074588519,-0.060903733
Palmdale city,1321,65894,156661,1.9,2018,4,0.088833074,0.017719569
Pasadena city,1699,77549,141374,1.9,2018,4,0.007496232,0.054624457
Pomona city,1302,57018,152348,1.9,2018,4,-0.03091592,0.034154091
Redondo Beach city,2067,121690,67396,1.9,2018,4,0.16210667,0.048174442
Santa Clarita city,1900,100710,210085,1.9,2018,4,0.107177801,0.04109589
Santa Monica city,1795,96138,91417,1.9,2018,1,0.067156558,0.02983362
South Gate city,1176,55128,94439,1.9,2018,4,0.094787012,0.058505851
Torrance city,1746,96492,145181,1.9,2018,4,0.085887914,0.044258373
West Covina city,1684,82474,106314,1.9,2018,4,0.016065049,0.033763045
Whittier city,1303,81801,86060,1.9,2018,4,0.229627959,-0.019563582
Madera County,947,56305,157672,1.9,2018,4,0.097927188,-0.047283702
